species,location,season,temperature_c,humidity_pct,soil_moisture_pct,days_since_watered,missed_waterings,light_hours_daily,pot_has_drainage,health_score,health_label,recommended_water_days
Boston Fern,Outdoor - Shade,Dry Season,24.6,49.8,61.8,21.6,3,6.7,1,58.2,Needs Attention,1
Dracaena,Indoor - Bright Light,Dry Season,24.3,70.5,82.6,21.9,6,11.9,0,25.9,At Risk,8
Bamboo Palm,Indoor - Bright Light,Dry Season,28.6,44.0,65.6,19.2,1,10.6,1,61.3,Needs Attention,3
Bamboo Palm,Outdoor - Full Sun,Rainy Season,32.9,38.3,37.1,19.0,4,10.9,1,29.9,At Risk,7
Dracaena,Indoor - Low Light,Rainy Season,35.3,73.3,94.9,28.2,6,3.6,1,0.0,At Risk,12
Monstera,Indoor - Low Light,Rainy Season,21.2,25.9,78.2,24.4,7,8.1,1,13.1,At Risk,9
Philodendron,Outdoor - Full Sun,Dry Season,33.1,28.1,95.9,2.2,6,5.2,1,46.3,At Risk,5
Monstera,Indoor - Bright Light,Rainy Season,30.5,52.1,62.2,6.3,3,8.9,1,87.6,Healthy,9
Philodendron,Indoor - Bright Light,Rainy Season,23.5,36.4,32.5,6.0,3,10.0,1,79.8,Healthy,9
Rubber Plant,Indoor - Medium Light,Rainy Season,34.7,47.9,6.3,18.7,3,4.7,1,64.2,Needs Attention,9
Philodendron,Indoor - Medium Light,Rainy Season,30.4,78.3,76.1,29.6,4,11.2,1,59.6,Needs Attention,9
Spider Plant,Indoor - Medium Light,Rainy Season,23.5,79.3,29.4,1.7,7,8.7,1,72.0,Needs Attention,9
Pothos,Outdoor - Full Sun,Rainy Season,20.0,57.1,69.7,8.1,1,9.0,1,100.0,Healthy,9
Pothos,Indoor - Low Light,Dry Season,34.7,61.3,3.1,13.8,7,10.8,1,26.7,At Risk,5
Orchid,Indoor - Bright Light,Rainy Season,21.7,75.3,47.4,10.5,5,5.5,1,2.6,At Risk,9
Rubber Plant,Indoor - Bright Light,Dry Season,26.0,27.2,82.1,16.4,2,6.4,1,40.1,At Risk,5
Fiddle Leaf Fig,Outdoor - Full Sun,Rainy Season,33.3,68.2,24.6,26.0,4,4.8,1,20.2,At Risk,9
Spider Plant,Outdoor - Full Sun,Rainy Season,22.4,28.5,61.5,1.4,3,9.1,1,86.1,Healthy,9
Aloe Vera,Outdoor - Full Sun,Dry Season,35.1,41.5,30.7,25.0,6,8.6,1,15.2,At Risk,12
Aloe Vera,Outdoor - Full Sun,Rainy Season,19.2,34.3,83.8,21.9,3,6.5,1,32.0,At Risk,16
Snake Plant,Outdoor - Full Sun,Rainy Season,18.9,86.4,31.4,13.3,2,9.7,0,93.8,Healthy,16
Spider Plant,Outdoor - Full Sun,Dry Season,21.3,61.8,31.3,5.3,6,9.4,1,62.1,Needs Attention,5
Orchid,Outdoor - Shade,Dry Season,25.3,86.9,94.6,4.3,4,8.0,1,88.6,Healthy,9
Boston Fern,Outdoor - Shade,Rainy Season,20.5,75.8,96.8,9.6,1,9.7,1,61.1,Needs Attention,5
Philodendron,Indoor - Bright Light,Dry Season,19.7,61.3,25.4,4.2,7,11.3,1,67.7,Needs Attention,5
Pothos,Indoor - Bright Light,Dry Season,32.2,81.5,38.3,9.4,1,8.1,1,86.4,Healthy,9
Spider Plant,Indoor - Low Light,Rainy Season,26.7,88.8,35.6,18.4,1,8.5,1,62.1,Needs Attention,9
Spider Plant,Outdoor - Full Sun,Dry Season,35.7,88.1,42.5,25.0,2,10.4,1,54.1,Needs Attention,9
Dracaena,Indoor - Medium Light,Rainy Season,20.0,78.5,67.5,2.6,2,11.3,1,99.2,Healthy,12
Cactus,Indoor - Low Light,Rainy Season,26.9,70.2,8.0,17.8,4,8.7,0,51.5,Needs Attention,23
Spider Plant,Indoor - Low Light,Dry Season,20.6,87.6,63.5,26.6,6,11.3,1,5.1,At Risk,9
Dracaena,Indoor - Bright Light,Dry Season,26.3,74.3,39.3,24.8,1,8.2,0,55.3,Needs Attention,8
Spider Plant,Outdoor - Shade,Rainy Season,27.4,61.5,14.3,16.7,7,8.3,1,25.3,At Risk,9
Fiddle Leaf Fig,Indoor - Bright Light,Rainy Season,34.6,35.0,82.3,16.2,1,3.8,1,56.3,Needs Attention,9
Orchid,Indoor - Low Light,Dry Season,26.4,42.1,7.1,16.3,3,6.0,1,42.4,At Risk,5
Snake Plant,Outdoor - Full Sun,Rainy Season,20.7,47.6,96.5,14.7,1,4.7,1,98.3,Healthy,16
Boston Fern,Outdoor - Shade,Rainy Season,28.3,82.2,35.5,3.3,5,3.6,1,83.8,Healthy,5
Fiddle Leaf Fig,Indoor - Bright Light,Dry Season,32.8,65.8,37.6,4.2,6,11.4,1,68.5,Needs Attention,5
Philodendron,Indoor - Medium Light,Rainy Season,29.4,74.2,11.1,25.2,6,11.6,1,57.6,Needs Attention,9
Peace Lily,Indoor - Medium Light,Rainy Season,30.9,60.5,74.4,10.2,0,3.2,1,81.5,Healthy,7
Snake Plant,Indoor - Low Light,Rainy Season,18.9,32.9,86.5,17.0,6,9.2,1,77.8,Healthy,16
Snake Plant,Outdoor - Full Sun,Rainy Season,20.4,80.2,41.4,7.6,1,2.8,0,100.0,Healthy,16
Cactus,Indoor - Bright Light,Dry Season,27.9,31.5,75.4,8.3,6,9.2,1,41.8,At Risk,19
Peace Lily,Outdoor - Shade,Rainy Season,23.0,83.1,71.5,19.2,6,4.4,1,10.4,At Risk,7
Aloe Vera,Outdoor - Full Sun,Dry Season,36.0,46.9,29.4,26.2,3,4.7,0,21.0,At Risk,12
Boston Fern,Outdoor - Full Sun,Rainy Season,33.8,47.8,16.7,1.0,4,10.4,1,22.6,At Risk,5
Peace Lily,Indoor - Medium Light,Rainy Season,20.8,60.9,27.4,2.0,6,8.0,1,75.6,Healthy,7
Orchid,Indoor - Medium Light,Rainy Season,36.2,71.5,88.5,9.6,4,10.6,1,53.3,Needs Attention,9
Pothos,Indoor - Bright Light,Rainy Season,23.4,31.5,35.2,12.1,3,4.9,1,53.7,Needs Attention,9
Pothos,Indoor - Medium Light,Dry Season,25.4,44.4,85.8,30.0,2,11.1,1,66.4,Needs Attention,5
Pothos,Indoor - Bright Light,Dry Season,18.4,46.9,14.4,7.0,0,6.0,1,75.5,Healthy,5
Bamboo Palm,Indoor - Medium Light,Rainy Season,22.7,57.7,27.1,28.4,0,3.2,1,92.5,Healthy,7
Cactus,Indoor - Low Light,Dry Season,29.4,75.2,92.8,7.8,6,3.7,0,38.2,At Risk,23
Cactus,Indoor - Medium Light,Dry Season,37.0,89.8,37.5,18.0,3,2.2,1,75.9,Healthy,23
Bamboo Palm,Indoor - Low Light,Dry Season,19.5,70.2,25.3,9.3,1,9.5,1,72.1,Needs Attention,3
Boston Fern,Indoor - Medium Light,Dry Season,20.1,71.2,20.9,9.2,4,11.0,1,33.1,At Risk,1
Bamboo Palm,Indoor - Bright Light,Rainy Season,26.8,45.0,98.5,24.4,0,3.6,1,95.9,Healthy,7
Pothos,Indoor - Low Light,Dry Season,35.4,46.6,8.5,28.3,3,8.9,0,27.5,At Risk,5
Pothos,Indoor - Medium Light,Rainy Season,35.9,87.1,51.4,24.0,1,4.4,1,48.0,At Risk,9
Orchid,Outdoor - Full Sun,Dry Season,37.5,70.8,71.2,2.8,3,10.7,1,46.7,At Risk,5
Pothos,Outdoor - Shade,Rainy Season,32.7,63.2,45.0,22.8,2,6.8,0,59.4,Needs Attention,9
Aloe Vera,Outdoor - Full Sun,Rainy Season,29.6,59.3,16.0,21.5,2,3.1,1,37.5,At Risk,16
Spider Plant,Indoor - Medium Light,Dry Season,29.4,39.4,75.7,9.3,7,6.3,1,52.1,Needs Attention,5
Aloe Vera,Indoor - Medium Light,Rainy Season,34.0,75.2,92.0,16.0,1,10.7,1,95.9,Healthy,16
Bamboo Palm,Indoor - Low Light,Rainy Season,18.2,63.6,88.7,20.1,7,5.6,1,39.1,At Risk,7
Bamboo Palm,Indoor - Medium Light,Rainy Season,29.3,32.8,53.2,10.7,5,4.7,1,3.9,At Risk,7
Bamboo Palm,Indoor - Low Light,Rainy Season,37.8,64.1,78.6,21.8,4,8.3,1,35.3,At Risk,7
Pothos,Indoor - Medium Light,Dry Season,20.4,70.5,0.6,14.1,5,9.2,0,49.8,At Risk,5
Snake Plant,Indoor - Bright Light,Dry Season,25.0,53.9,6.4,23.9,4,5.0,0,11.7,At Risk,12
ZZ Plant,Indoor - Bright Light,Dry Season,37.9,72.5,22.8,3.1,5,11.3,1,72.3,Needs Attention,12
Cactus,Indoor - Medium Light,Rainy Season,20.3,28.1,56.7,7.3,5,10.2,1,87.9,Healthy,23
Aloe Vera,Indoor - Medium Light,Dry Season,32.9,78.0,68.6,13.2,2,3.9,1,90.7,Healthy,16
Philodendron,Indoor - Medium Light,Rainy Season,36.3,43.1,18.8,7.8,5,11.2,1,39.3,At Risk,9
Spider Plant,Outdoor - Full Sun,Rainy Season,37.1,58.2,91.4,29.0,4,3.4,1,9.8,At Risk,9
Orchid,Indoor - Low Light,Dry Season,33.0,31.2,32.1,11.6,3,10.4,1,25.6,At Risk,5
Philodendron,Outdoor - Shade,Dry Season,20.1,50.5,58.9,8.3,4,6.1,0,81.8,Healthy,5
Philodendron,Indoor - Medium Light,Dry Season,26.1,27.0,96.7,29.6,1,11.4,1,57.0,Needs Attention,5
Rubber Plant,Indoor - Low Light,Dry Season,36.1,59.2,79.2,3.5,0,5.3,1,67.6,Needs Attention,5
ZZ Plant,Indoor - Bright Light,Dry Season,21.5,29.6,40.0,17.3,6,10.1,1,63.7,Needs Attention,12
Fiddle Leaf Fig,Indoor - Bright Light,Rainy Season,28.0,47.0,75.7,16.3,2,2.5,1,44.9,At Risk,9
ZZ Plant,Indoor - Medium Light,Dry Season,30.5,48.3,84.4,13.6,2,8.1,1,82.5,Healthy,12
Philodendron,Indoor - Medium Light,Dry Season,31.0,74.2,75.0,15.3,2,6.0,1,74.3,Needs Attention,5
Peace Lily,Indoor - Medium Light,Dry Season,30.9,85.5,42.8,9.9,1,7.6,1,42.7,At Risk,7
ZZ Plant,Outdoor - Shade,Rainy Season,21.8,60.6,2.4,22.9,1,7.9,1,65.6,Needs Attention,16
Peace Lily,Outdoor - Full Sun,Rainy Season,30.5,61.8,61.2,16.5,0,8.3,1,78.3,Healthy,7
Boston Fern,Indoor - Medium Light,Dry Season,32.9,67.9,40.7,7.9,0,3.1,1,60.4,Needs Attention,1
Peace Lily,Outdoor - Full Sun,Rainy Season,21.7,32.2,72.3,8.0,6,11.0,1,37.2,At Risk,7
Spider Plant,Indoor - Bright Light,Rainy Season,34.5,35.0,33.4,15.5,3,4.7,1,43.5,At Risk,9
Snake Plant,Outdoor - Shade,Dry Season,23.5,32.4,11.4,10.4,5,2.4,1,32.1,At Risk,12
Cactus,Outdoor - Full Sun,Dry Season,27.5,67.2,2.8,0.4,0,9.4,1,88.4,Healthy,19
Philodendron,Indoor - Bright Light,Rainy Season,23.9,25.9,7.8,11.8,1,7.8,1,55.2,Needs Attention,9
Fiddle Leaf Fig,Outdoor - Full Sun,Rainy Season,29.1,48.5,36.5,26.4,5,8.1,1,60.6,Needs Attention,9
Cactus,Indoor - Low Light,Rainy Season,29.1,80.0,51.9,18.1,4,2.7,1,81.8,Healthy,23
ZZ Plant,Outdoor - Full Sun,Dry Season,21.8,41.7,5.3,29.0,3,6.5,1,69.3,Needs Attention,12
Aloe Vera,Indoor - Low Light,Dry Season,20.6,74.6,6.8,0.4,4,11.3,1,30.9,At Risk,12
Peace Lily,Indoor - Bright Light,Rainy Season,30.7,53.8,49.1,20.5,0,7.5,1,77.8,Healthy,7
Pothos,Indoor - Bright Light,Dry Season,27.7,46.8,8.2,16.5,5,5.6,1,51.6,Needs Attention,5
Dracaena,Outdoor - Full Sun,Dry Season,33.2,27.5,93.6,2.9,7,11.3,0,53.4,Needs Attention,8
Pothos,Indoor - Bright Light,Rainy Season,33.5,67.3,21.3,11.2,5,10.0,1,51.3,Needs Attention,9
Orchid,Indoor - Low Light,Dry Season,22.8,53.4,74.0,13.4,0,2.4,1,58.1,Needs Attention,5
Cactus,Indoor - Low Light,Dry Season,37.2,27.7,7.8,26.5,6,8.0,1,0.0,At Risk,19
Spider Plant,Indoor - Medium Light,Rainy Season,23.8,30.3,1.1,12.8,1,8.2,1,72.0,Needs Attention,9
Philodendron,Indoor - Low Light,Dry Season,30.0,31.2,38.3,28.3,7,5.1,1,0.0,At Risk,5
Monstera,Outdoor - Full Sun,Rainy Season,30.3,69.2,35.1,9.4,4,6.6,0,76.6,Healthy,9
Cactus,Outdoor - Full Sun,Dry Season,37.4,53.1,96.9,4.2,7,8.4,0,19.3,At Risk,19
Pothos,Indoor - Medium Light,Dry Season,22.0,88.3,35.0,25.4,0,8.6,1,48.1,At Risk,9
Rubber Plant,Outdoor - Shade,Dry Season,36.3,84.1,22.6,16.4,1,7.4,1,28.3,At Risk,9
Orchid,Outdoor - Shade,Dry Season,19.6,57.3,14.8,24.3,0,4.8,1,85.6,Healthy,5
Pothos,Indoor - Low Light,Dry Season,35.4,81.2,69.3,18.7,6,5.1,1,8.6,At Risk,9
Spider Plant,Indoor - Low Light,Rainy Season,37.2,32.8,73.8,3.9,7,5.6,1,71.6,Needs Attention,9
Snake Plant,Outdoor - Full Sun,Dry Season,28.6,51.7,26.9,30.0,3,3.9,1,33.7,At Risk,12
Dracaena,Outdoor - Shade,Rainy Season,21.6,25.1,85.3,21.5,1,5.7,1,73.3,Needs Attention,12
Bamboo Palm,Indoor - Bright Light,Rainy Season,34.6,54.8,59.4,8.0,2,8.5,0,70.2,Needs Attention,7
Aloe Vera,Indoor - Medium Light,Rainy Season,22.9,79.1,61.4,27.4,0,8.2,0,47.1,At Risk,16
Aloe Vera,Indoor - Medium Light,Rainy Season,35.5,75.8,1.5,24.5,7,7.6,1,22.7,At Risk,16
Peace Lily,Indoor - Medium Light,Rainy Season,25.0,46.2,75.7,13.6,5,8.8,1,47.3,At Risk,7
Spider Plant,Indoor - Low Light,Dry Season,26.6,28.7,45.5,23.9,6,10.5,1,37.3,At Risk,5
Rubber Plant,Outdoor - Full Sun,Dry Season,24.5,58.6,70.0,2.8,7,2.7,1,66.9,Needs Attention,5
Monstera,Outdoor - Shade,Dry Season,34.8,77.4,1.7,5.6,6,9.1,1,43.6,At Risk,9
Cactus,Indoor - Bright Light,Rainy Season,23.4,44.3,36.0,29.7,6,6.7,1,77.0,Healthy,23
Spider Plant,Indoor - Low Light,Rainy Season,24.8,55.2,89.6,8.2,4,7.9,0,69.6,Needs Attention,9
Rubber Plant,Outdoor - Full Sun,Rainy Season,29.3,51.2,39.6,5.8,7,9.2,1,80.9,Healthy,9
ZZ Plant,Indoor - Bright Light,Dry Season,30.3,65.7,29.6,12.5,4,8.1,1,81.5,Healthy,12
Rubber Plant,Outdoor - Full Sun,Dry Season,20.3,89.5,30.2,19.0,4,8.4,1,33.6,At Risk,9
Monstera,Indoor - Low Light,Dry Season,33.7,68.3,90.0,8.6,0,7.8,0,75.4,Healthy,5
Rubber Plant,Indoor - Bright Light,Dry Season,20.0,62.2,9.6,4.8,7,11.2,1,4.0,At Risk,5
Monstera,Indoor - Bright Light,Rainy Season,31.3,40.2,49.0,11.7,6,6.3,0,59.2,Needs Attention,9
Orchid,Indoor - Low Light,Rainy Season,27.4,62.4,38.5,3.8,0,6.5,1,89.7,Healthy,9
Dracaena,Outdoor - Shade,Dry Season,23.4,27.3,26.1,8.4,1,11.9,1,99.8,Healthy,8
Orchid,Outdoor - Shade,Rainy Season,35.2,86.1,20.2,9.3,5,2.4,1,75.5,Healthy,9
Peace Lily,Indoor - Medium Light,Dry Season,29.3,43.1,9.6,4.9,1,9.2,1,77.7,Healthy,3
Aloe Vera,Outdoor - Full Sun,Rainy Season,24.9,51.7,16.6,6.1,7,10.6,1,55.4,Needs Attention,16
Monstera,Indoor - Low Light,Rainy Season,23.8,40.2,73.6,0.2,1,4.5,1,71.7,Needs Attention,9
Fiddle Leaf Fig,Outdoor - Shade,Rainy Season,34.7,74.3,32.1,3.1,4,8.0,1,73.8,Needs Attention,9
Spider Plant,Indoor - Medium Light,Rainy Season,32.4,34.8,88.3,5.0,5,9.3,1,82.6,Healthy,9
Spider Plant,Indoor - Bright Light,Rainy Season,33.0,38.9,71.6,6.8,1,7.1,1,87.8,Healthy,9
Rubber Plant,Outdoor - Full Sun,Rainy Season,25.8,43.5,73.3,3.3,1,9.5,1,79.2,Healthy,9
Boston Fern,Outdoor - Shade,Rainy Season,26.1,45.6,64.0,13.1,4,3.2,0,41.0,At Risk,5
Cactus,Outdoor - Shade,Dry Season,30.3,36.2,2.1,0.9,6,11.3,1,3.0,At Risk,19
Peace Lily,Indoor - Medium Light,Dry Season,23.2,55.4,23.3,17.7,2,2.8,0,61.2,Needs Attention,3
Pothos,Indoor - Low Light,Rainy Season,23.0,30.9,75.0,5.3,0,3.1,1,100.0,Healthy,9
Spider Plant,Indoor - Low Light,Dry Season,25.5,81.8,21.3,9.8,4,9.3,1,78.2,Healthy,9
Spider Plant,Indoor - Bright Light,Rainy Season,23.2,45.1,16.2,24.7,0,8.1,0,72.5,Needs Attention,9
Monstera,Outdoor - Full Sun,Rainy Season,31.6,83.3,13.6,7.5,4,5.9,1,34.2,At Risk,9
Snake Plant,Outdoor - Shade,Rainy Season,23.9,36.3,79.2,28.7,0,3.9,1,75.0,Needs Attention,16
Pothos,Indoor - Low Light,Dry Season,32.9,74.7,15.9,17.8,4,5.2,1,28.5,At Risk,5
Philodendron,Outdoor - Shade,Dry Season,28.1,89.7,17.9,29.5,3,6.3,1,63.3,Needs Attention,9
Orchid,Indoor - Medium Light,Rainy Season,18.5,49.4,11.1,10.6,4,2.8,1,47.6,At Risk,9
Orchid,Indoor - Bright Light,Rainy Season,26.0,37.5,27.1,25.6,6,10.9,1,0.0,At Risk,9
Orchid,Indoor - Low Light,Dry Season,26.2,82.0,52.8,10.0,6,7.7,1,67.6,Needs Attention,9
Snake Plant,Outdoor - Full Sun,Rainy Season,37.5,75.8,14.0,25.6,7,5.4,0,0.0,At Risk,16
Cactus,Outdoor - Shade,Rainy Season,28.5,61.0,90.7,18.7,1,4.1,1,99.2,Healthy,23
Rubber Plant,Outdoor - Shade,Dry Season,20.3,30.5,34.0,9.3,7,3.4,0,60.6,Needs Attention,5
Boston Fern,Indoor - Medium Light,Rainy Season,27.9,81.8,88.7,0.3,4,4.0,1,68.7,Needs Attention,5
ZZ Plant,Outdoor - Full Sun,Dry Season,29.5,77.9,78.6,26.7,0,7.7,1,68.5,Needs Attention,16
Boston Fern,Outdoor - Full Sun,Dry Season,30.9,71.3,91.8,7.5,3,5.6,1,41.7,At Risk,1
Rubber Plant,Outdoor - Shade,Rainy Season,19.5,43.6,36.7,18.7,3,3.7,1,54.7,Needs Attention,9
Monstera,Indoor - Medium Light,Rainy Season,29.5,37.3,60.3,0.9,7,8.2,1,68.7,Needs Attention,9
Cactus,Indoor - Low Light,Rainy Season,29.4,59.7,45.2,29.3,7,10.2,0,82.2,Healthy,23
Peace Lily,Outdoor - Full Sun,Dry Season,22.8,57.7,92.6,24.5,3,8.3,1,51.9,Needs Attention,3
Pothos,Indoor - Medium Light,Dry Season,28.2,31.1,92.1,10.3,5,5.6,1,80.7,Healthy,5
Fiddle Leaf Fig,Indoor - Bright Light,Dry Season,25.7,86.1,69.3,26.0,4,6.8,1,28.2,At Risk,9
Aloe Vera,Indoor - Medium Light,Rainy Season,31.8,88.7,96.6,4.8,7,9.4,1,42.2,At Risk,16
Dracaena,Indoor - Bright Light,Dry Season,28.8,51.9,97.7,17.5,1,9.5,1,53.7,Needs Attention,8
Snake Plant,Indoor - Medium Light,Rainy Season,20.3,69.2,26.0,14.3,6,3.0,0,60.0,Needs Attention,16
Philodendron,Indoor - Low Light,Rainy Season,26.6,66.7,95.4,25.2,4,11.1,0,21.8,At Risk,9
Monstera,Indoor - Medium Light,Dry Season,26.1,89.9,57.9,1.3,3,9.1,1,82.2,Healthy,9
Cactus,Outdoor - Full Sun,Rainy Season,32.1,88.4,23.3,23.2,5,7.6,1,84.9,Healthy,23
Pothos,Indoor - Low Light,Dry Season,21.6,60.4,95.1,18.8,1,4.7,1,73.8,Needs Attention,5
Dracaena,Indoor - Bright Light,Rainy Season,37.4,70.2,40.1,5.8,5,11.8,1,67.5,Needs Attention,12
Snake Plant,Indoor - Low Light,Dry Season,19.1,46.4,46.2,6.1,1,10.2,1,100.0,Healthy,12
Fiddle Leaf Fig,Indoor - Bright Light,Dry Season,37.4,36.3,22.3,15.8,2,2.9,1,29.1,At Risk,5
ZZ Plant,Indoor - Bright Light,Dry Season,31.1,27.8,6.6,16.6,0,5.6,0,47.9,At Risk,12
Aloe Vera,Indoor - Medium Light,Rainy Season,23.3,71.2,67.8,10.6,2,10.9,0,79.4,Healthy,16
ZZ Plant,Indoor - Bright Light,Dry Season,28.8,58.2,15.9,11.2,7,9.6,1,56.4,Needs Attention,12
Snake Plant,Indoor - Bright Light,Rainy Season,28.6,42.2,64.3,21.1,5,7.9,1,57.3,Needs Attention,16
Bamboo Palm,Indoor - Medium Light,Rainy Season,21.8,61.5,69.3,16.0,2,10.3,1,57.6,Needs Attention,7
ZZ Plant,Outdoor - Full Sun,Dry Season,27.4,31.1,4.6,3.3,1,11.3,1,75.6,Healthy,12
Orchid,Indoor - Bright Light,Dry Season,25.3,29.7,56.9,16.8,0,5.2,1,52.0,Needs Attention,5
ZZ Plant,Indoor - Medium Light,Dry Season,36.3,65.8,84.0,4.4,4,2.9,1,41.3,At Risk,12
Snake Plant,Indoor - Medium Light,Dry Season,24.3,68.2,84.0,10.8,3,4.4,0,67.8,Needs Attention,12
Aloe Vera,Indoor - Bright Light,Rainy Season,20.2,42.6,4.7,13.0,1,9.3,1,65.2,Needs Attention,16
Pothos,Outdoor - Full Sun,Rainy Season,37.5,87.5,23.5,3.0,5,5.4,1,66.8,Needs Attention,9
Fiddle Leaf Fig,Indoor - Bright Light,Dry Season,32.6,53.7,33.9,8.8,5,11.0,1,76.1,Healthy,5
Philodendron,Outdoor - Shade,Dry Season,32.9,46.2,66.8,21.5,6,4.5,1,40.2,At Risk,5
Rubber Plant,Indoor - Medium Light,Dry Season,24.3,60.1,69.1,12.6,4,3.7,1,33.3,At Risk,5
Bamboo Palm,Outdoor - Full Sun,Rainy Season,29.3,73.6,44.5,28.3,2,7.5,0,65.1,Needs Attention,7
Rubber Plant,Indoor - Low Light,Rainy Season,31.6,82.4,23.5,7.9,3,7.4,1,81.5,Healthy,9
Spider Plant,Outdoor - Full Sun,Dry Season,31.6,73.6,11.5,6.8,1,3.0,0,75.6,Healthy,5
Rubber Plant,Indoor - Bright Light,Dry Season,36.6,47.6,32.9,17.1,2,5.0,1,28.5,At Risk,5
Pothos,Indoor - Low Light,Dry Season,35.9,86.0,78.0,27.6,5,5.6,1,43.6,At Risk,9
Pothos,Outdoor - Shade,Rainy Season,31.3,54.1,93.4,25.6,0,2.2,1,77.3,Healthy,9
Aloe Vera,Indoor - Bright Light,Rainy Season,22.6,56.1,40.6,26.2,3,5.2,1,61.7,Needs Attention,16
Bamboo Palm,Indoor - Medium Light,Rainy Season,33.7,61.1,85.7,7.0,0,11.0,1,100.0,Healthy,7
Monstera,Indoor - Low Light,Rainy Season,28.6,67.8,7.9,14.8,0,5.1,1,78.8,Healthy,9
Pothos,Outdoor - Shade,Dry Season,32.5,60.8,77.0,11.1,0,2.1,1,56.9,Needs Attention,5
Cactus,Outdoor - Shade,Dry Season,31.9,74.9,89.6,10.6,3,3.2,1,89.5,Healthy,19
Boston Fern,Outdoor - Full Sun,Rainy Season,27.5,45.3,28.5,21.9,2,8.9,1,48.8,At Risk,5
Snake Plant,Indoor - Medium Light,Dry Season,31.7,61.4,20.4,27.1,7,7.2,1,0.0,At Risk,12
Peace Lily,Indoor - Medium Light,Rainy Season,22.1,49.5,0.8,22.8,6,5.9,1,22.7,At Risk,7
ZZ Plant,Outdoor - Shade,Rainy Season,35.9,36.2,42.1,25.0,6,7.4,1,38.3,At Risk,16
Monstera,Indoor - Low Light,Rainy Season,28.6,79.8,23.5,13.3,5,6.7,1,43.4,At Risk,9
Pothos,Outdoor - Full Sun,Dry Season,19.8,69.6,42.9,25.9,7,2.3,1,0.0,At Risk,5
Peace Lily,Indoor - Bright Light,Dry Season,35.1,35.9,26.6,13.4,0,2.3,1,32.7,At Risk,3
Aloe Vera,Indoor - Low Light,Rainy Season,18.6,67.1,55.4,20.0,5,10.0,1,81.5,Healthy,16
Bamboo Palm,Outdoor - Shade,Dry Season,22.1,58.1,12.4,28.1,0,4.6,1,71.3,Needs Attention,3
Cactus,Outdoor - Full Sun,Dry Season,32.0,32.9,87.4,1.8,2,2.8,1,67.9,Needs Attention,19
Monstera,Indoor - Low Light,Rainy Season,25.8,49.8,26.3,1.3,5,10.7,0,62.9,Needs Attention,9
Dracaena,Indoor - Medium Light,Dry Season,32.3,33.5,94.1,27.0,1,5.5,1,38.4,At Risk,8
Bamboo Palm,Indoor - Bright Light,Rainy Season,18.7,50.8,58.4,22.1,4,7.6,1,49.8,At Risk,7
Aloe Vera,Outdoor - Shade,Rainy Season,35.0,34.4,3.0,28.0,2,8.5,1,53.9,Needs Attention,16
Bamboo Palm,Indoor - Medium Light,Rainy Season,33.3,44.2,2.1,28.3,0,3.6,0,56.7,Needs Attention,7
Orchid,Indoor - Low Light,Dry Season,20.1,69.4,60.6,10.8,1,11.4,0,56.0,Needs Attention,5
Peace Lily,Indoor - Medium Light,Dry Season,26.5,61.2,88.9,9.8,4,12.0,1,6.6,At Risk,3
Spider Plant,Indoor - Low Light,Dry Season,24.0,79.9,60.2,13.6,7,8.7,1,27.0,At Risk,9
Philodendron,Outdoor - Shade,Rainy Season,29.5,70.8,26.5,6.7,2,7.1,1,91.1,Healthy,9
Boston Fern,Outdoor - Shade,Rainy Season,21.7,48.1,33.8,15.0,0,8.8,1,93.1,Healthy,5
Spider Plant,Outdoor - Full Sun,Rainy Season,25.9,38.1,7.1,23.2,0,3.8,0,90.5,Healthy,9
Orchid,Indoor - Medium Light,Rainy Season,23.7,83.2,86.2,4.9,6,11.0,1,64.1,Needs Attention,9
Orchid,Outdoor - Full Sun,Rainy Season,27.1,45.5,94.1,25.5,2,7.3,1,70.3,Needs Attention,9
Aloe Vera,Outdoor - Full Sun,Rainy Season,23.8,76.6,49.0,1.2,5,11.9,1,87.5,Healthy,16
Monstera,Outdoor - Full Sun,Dry Season,33.1,29.7,86.5,12.9,5,6.7,0,0.0,At Risk,5
Boston Fern,Outdoor - Shade,Rainy Season,20.4,37.3,21.2,16.7,2,11.1,1,54.2,Needs Attention,5
Monstera,Outdoor - Full Sun,Rainy Season,32.4,66.0,10.0,27.8,5,11.6,1,29.0,At Risk,9
Spider Plant,Indoor - Bright Light,Dry Season,26.3,34.7,65.7,23.6,6,8.6,1,46.8,At Risk,5
Boston Fern,Indoor - Medium Light,Rainy Season,23.5,41.2,23.5,5.8,6,11.5,0,56.2,Needs Attention,5
Philodendron,Outdoor - Full Sun,Dry Season,27.6,28.6,97.8,23.7,5,10.6,1,52.9,Needs Attention,5
Peace Lily,Outdoor - Shade,Dry Season,35.6,85.9,40.6,17.1,2,4.1,1,51.1,Needs Attention,7
ZZ Plant,Indoor - Low Light,Dry Season,32.2,30.5,74.2,20.8,1,10.4,1,81.5,Healthy,12
Orchid,Outdoor - Shade,Rainy Season,36.2,77.6,89.5,0.3,5,2.4,1,45.2,At Risk,9
Boston Fern,Indoor - Medium Light,Rainy Season,34.1,25.6,31.3,5.2,7,5.1,1,16.8,At Risk,5
Spider Plant,Outdoor - Full Sun,Rainy Season,25.9,63.9,24.2,14.7,5,3.9,1,61.2,Needs Attention,9
